fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2026-BEN-2084,2026-04-13,12:49:56,2026-04-13T12:49:56.033920,Bengaluru City,Rajajinagar PS,Narcotics,MDMA / Synthetic Drugs,13.034762,77.700342,9,Charge Sheeted,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,27000.0,0,0
FIR-2026-TUM-2085,2026-04-17,18:41:56,2026-04-17T18:41:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,13.290211,77.097569,5,Solved,Unlocked house entry at night,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,1500000.0,0,0
FIR-2026-HUB-2086,2026-05-08,16:57:56,2026-05-08T16:57:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Chain Snatching & Theft,House Burglary,15.380322,75.114678,4,Pending,Unlocked house entry at night,SUS-1004,Kiran @ Shadow,MG Road Gang,4000.0,0,0
FIR-2025-HUB-2087,2025-12-12,04:20:56,2025-12-12T04:20:56.033920,Hubballi-Dharwad,Vidyanagar PS,Assault & Violent Crime,Grievous Hurt,15.376966,75.172043,9,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2026-BEL-2088,2026-01-27,08:52:56,2026-01-27T08:52:56.033920,Belagavi,Tilakwadi PS,Assault & Violent Crime,Group Assault,15.810095,74.460222,8,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2026-BEN-2089,2026-01-01,19:30:56,2026-01-01T19:30:56.033920,Bengaluru City,Cubbon Park PS,Cybercrime,Phishing / OTP Fraud,13.106023,77.554275,8,Charge Sheeted,Posing as Bank Executive,SUS-1004,Kiran @ Shadow,MG Road Gang,24000.0,1,1
FIR-2026-HUB-2090,2026-03-14,05:27:56,2026-03-14T05:27:56.033920,Hubballi-Dharwad,Bendigeri PS,Assault & Violent Crime,Grievous Hurt,15.364381,75.138796,9,Solved,Pre-meditated attack,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,0
FIR-2026-TUM-2091,2026-04-19,10:30:56,2026-04-19T10:30:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,13.316211,77.11044,5,Suspect Identified,Master key ignition,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BEL-2092,2025-12-10,16:04:56,2025-12-10T16:04:56.033920,Belagavi,Tilakwadi PS,Narcotics,Ganja Possession,15.81015,74.468139,6,Charge Sheeted,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-HUB-2093,2025-07-24,10:16:56,2025-07-24T10:16:56.033920,Hubballi-Dharwad,Dharwad Town PS,Commercial Fraud,Real Estate Scam,15.423284,75.121855,8,Suspect Identified,High return investment scheme,SUS-1009,Farooq Ahmed,Coastal Smugglers,0.0,0,1
FIR-2026-MYS-2094,2026-03-08,22:58:56,2026-03-08T22:58:56.033920,Mysuru,Vidyaranyapuram PS,Robbery & Extortion,Extortion Call,12.360663,76.695002,8,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2026-BEL-2095,2026-03-06,08:35:56,2026-03-06T08:35:56.033920,Belagavi,Khade Bazar PS,Commercial Fraud,Ponzi Scheme,15.918515,74.490443,6,Suspect Identified,High return investment scheme,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2026-KAL-2096,2026-07-08,23:03:56,2026-07-08T23:03:56.033920,Kalaburagi,Station Bazar PS,Narcotics,Inter-State Drug Trafficking,17.367133,76.840039,10,Charge Sheeted,Courier shipment concealed in electronics,SUS-1008,Deepak Sharma,DarkNet Syndicate,240000.0,0,1
FIR-2025-HUB-2097,2025-11-20,05:09:56,2025-11-20T05:09:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Highway Dacoity,15.310218,75.153048,9,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BAL-2098,2025-07-27,16:57:56,2025-07-27T16:57:56.033920,Ballari,Brucepet PS,Narcotics,MDMA / Synthetic Drugs,15.086855,76.857485,8,Under Investigation,Near college campuses,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,0.0,0,0
FIR-2025-BEN-2099,2025-10-22,23:49:56,2025-10-22T23:49:56.033920,Bengaluru City,Hebbal PS,Commercial Fraud,Ponzi Scheme,12.902158,77.515654,6,Pending,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2026-BAL-2100,2026-03-20,11:01:56,2026-03-20T11:01:56.033920,Ballari,Cowled Bazar PS,Narcotics,Inter-State Drug Trafficking,15.191351,76.972213,9,Suspect Identified,Darkweb ordering + Dead drop,SUS-1007,Praveen Gowda,Koramangala Network,810000.0,0,1
FIR-2026-TUM-2101,2026-03-11,18:16:56,2026-03-11T18:16:56.033920,Tumakuru,New Extension PS,Narcotics,Inter-State Drug Trafficking,13.316311,77.139839,10,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-MYS-2102,2026-02-10,17:54:56,2026-02-10T17:54:56.033920,Mysuru,Vidyaranyapuram PS,Narcotics,MDMA / Synthetic Drugs,12.260181,76.604778,9,Pending,Courier shipment concealed in electronics,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,9000.0,0,1
FIR-2025-TUM-2103,2025-11-18,02:44:56,2025-11-18T02:44:56.033920,Tumakuru,Kyathsandra PS,Cybercrime,Sextortion,13.387109,77.154031,5,Suspect Identified,Phishing Site,UNKNOWN,Unidentified Suspect,None,15000.0,1,0
FIR-2026-BAL-2104,2026-04-10,16:02:56,2026-04-10T16:02:56.033920,Ballari,Cowled Bazar PS,Narcotics,Ganja Possession,15.180427,76.967679,6,Charge Sheeted,Near college campuses,SUS-1005,Vikram Singh,North India Cyber Syndicate,144000.0,0,1
FIR-2025-BEL-2105,2025-10-11,23:10:56,2025-10-11T23:10:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Grievous Hurt,15.887165,74.467603,5,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,15000.0,0,0
FIR-2025-BAL-2106,2025-11-27,14:26:56,2025-11-27T14:26:56.033920,Ballari,Gandhinagar PS,Narcotics,Ganja Possession,15.170195,76.96292,9,Charge Sheeted,Courier shipment concealed in electronics,SUS-1005,Vikram Singh,North India Cyber Syndicate,2700000.0,0,0
FIR-2025-BEN-2107,2025-08-19,16:13:56,2025-08-19T16:13:56.033920,Bengaluru City,Cubbon Park PS,Assault & Violent Crime,Group Assault,12.937123,77.611611,8,Suspect Identified,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2025-BAL-2108,2025-08-28,16:31:56,2025-08-28T16:31:56.033920,Ballari,Brucepet PS,Narcotics,MDMA / Synthetic Drugs,15.077643,76.954686,10,Under Investigation,Near college campuses,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,10000.0,0,0
FIR-2026-HUB-2109,2026-07-18,00:37:56,2026-07-18T00:37:56.033920,Hubballi-Dharwad,Dharwad Town PS,Cybercrime,Identity Theft,15.276699,75.149006,8,Suspect Identified,Phishing Site,UNKNOWN,Unidentified Suspect,None,80000.0,1,0
FIR-2026-MAN-2110,2026-02-24,00:34:56,2026-02-24T00:34:56.033920,Mangaluru,Urwa PS,Assault & Violent Crime,Street Brawl,12.969686,74.876724,7,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-KAL-2111,2026-04-05,12:05:56,2026-04-05T12:05:56.033920,Kalaburagi,Station Bazar PS,Assault & Violent Crime,Grievous Hurt,17.36515,76.809642,8,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-HUB-2112,2025-08-02,00:30:56,2025-08-02T00:30:56.033920,Hubballi-Dharwad,Dharwad Town PS,Cybercrime,Phishing / OTP Fraud,15.422679,75.070585,5,Under Investigation,Posing as Bank Executive,SUS-1009,Farooq Ahmed,Coastal Smugglers,450000.0,1,1
FIR-2026-BEL-2113,2026-02-06,15:17:56,2026-02-06T15:17:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Extortion Call,15.91375,74.569445,10,Pending,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-MYS-2114,2026-06-23,02:56:56,2026-06-23T02:56:56.033920,Mysuru,Vidyaranyapuram PS,Commercial Fraud,Real Estate Scam,12.241,76.596727,6,Pending,High return investment scheme,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2026-BEN-2115,2026-04-07,08:13:56,2026-04-07T08:13:56.033920,Bengaluru City,Indiranagar PS,Narcotics,Ganja Possession,12.958616,77.557795,7,Charge Sheeted,Near college campuses,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-BEL-2116,2026-01-15,14:41:56,2026-01-15T14:41:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Grievous Hurt,15.783784,74.524731,5,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-BEN-2117,2026-01-18,14:45:56,2026-01-18T14:45:56.033920,Bengaluru City,Jayanagar PS,Robbery & Extortion,Armed Robbery,13.029949,77.539139,7,Suspect Identified,Posing as local gang member,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,2100000.0,0,1
FIR-2026-HUB-2118,2026-05-21,14:08:56,2026-05-21T14:08:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Extortion Call,15.415158,75.122194,8,Charge Sheeted,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2026-HUB-2119,2026-05-16,21:18:56,2026-05-16T21:18:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.404823,75.050182,7,Suspect Identified,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2026-KAL-2120,2026-05-13,08:24:56,2026-05-13T08:24:56.033920,Kalaburagi,Brahampur PS,Narcotics,MDMA / Synthetic Drugs,17.263726,76.852503,7,Under Investigation,Near college campuses,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-TUM-2121,2026-03-02,19:50:56,2026-03-02T19:50:56.033920,Tumakuru,New Extension PS,Assault & Violent Crime,Street Brawl,13.314642,77.14425,7,Under Investigation,Pre-meditated attack,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,630000.0,0,1
FIR-2026-BAL-2122,2026-07-10,19:57:56,2026-07-10T19:57:56.033920,Ballari,Gandhinagar PS,Cybercrime,Identity Theft,15.167573,76.98693,8,Solved,Fake Tech Support,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,1,1
FIR-2026-HUB-2123,2026-06-07,07:03:56,2026-06-07T07:03:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Assault & Violent Crime,Group Assault,15.29994,75.202334,6,Charge Sheeted,Group clash over property dispute,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,1800000.0,0,1
FIR-2026-MYS-2124,2026-04-16,18:24:56,2026-04-16T18:24:56.033920,Mysuru,Lashkar PS,Robbery & Extortion,Highway Dacoity,12.243744,76.704409,7,Suspect Identified,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-BAL-2125,2025-08-31,17:26:56,2025-08-31T17:26:56.033920,Ballari,Cowled Bazar PS,Assault & Violent Crime,Grievous Hurt,15.192645,76.964342,6,Solved,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2026-BEN-2126,2026-07-08,04:32:56,2026-07-08T04:32:56.033920,Bengaluru City,Rajajinagar PS,Narcotics,Inter-State Drug Trafficking,13.005251,77.621861,6,Charge Sheeted,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2026-KAL-2127,2026-06-19,08:31:56,2026-06-19T08:31:56.033920,Kalaburagi,Chowk PS,Robbery & Extortion,Armed Robbery,17.31647,76.902221,8,Pending,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
FIR-2025-BEN-2128,2025-09-08,00:46:56,2025-09-08T00:46:56.033920,Bengaluru City,Jayanagar PS,Chain Snatching & Theft,Vehicle Theft,13.103401,77.564679,4,Under Investigation,Master key ignition,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,360000.0,0,1
FIR-2026-HUB-2129,2026-04-24,13:22:56,2026-04-24T13:22:56.033920,Hubballi-Dharwad,Bendigeri PS,Commercial Fraud,Ponzi Scheme,15.43906,75.1506,8,Suspect Identified,Fake visa offer,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,80000.0,0,0
FIR-2025-MYS-2130,2025-10-26,19:54:56,2025-10-26T19:54:56.033920,Mysuru,Nazarbad PS,Robbery & Extortion,Extortion Call,12.299967,76.631142,9,Pending,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2026-TUM-2131,2026-01-14,08:46:56,2026-01-14T08:46:56.033920,Tumakuru,Kyathsandra PS,Commercial Fraud,Real Estate Scam,13.312476,77.110733,4,Suspect Identified,Fake visa offer,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,96000.0,0,0
FIR-2026-BEL-2132,2026-06-09,18:17:56,2026-06-09T18:17:56.033920,Belagavi,Camp PS,Narcotics,Inter-State Drug Trafficking,15.873146,74.451757,9,Suspect Identified,Courier shipment concealed in electronics,SUS-1004,Kiran @ Shadow,MG Road Gang,9000.0,0,1
FIR-2026-HUB-2133,2026-01-23,05:30:56,2026-01-23T05:30:56.033920,Hubballi-Dharwad,Dharwad Town PS,Narcotics,MDMA / Synthetic Drugs,15.432825,75.168052,6,Solved,Courier shipment concealed in electronics,SUS-1005,Vikram Singh,North India Cyber Syndicate,1800000.0,0,1
FIR-2025-BAL-2134,2025-11-18,21:05:56,2025-11-18T21:05:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Street Brawl,15.080467,76.895265,9,Solved,Altercation near bar/liquor shop,SUS-1009,Farooq Ahmed,Coastal Smugglers,27000.0,0,1
FIR-2026-TUM-2135,2026-05-26,08:05:56,2026-05-26T08:05:56.033920,Tumakuru,Town PS Tumakuru,Chain Snatching & Theft,Mobile Theft,13.368639,77.080462,3,Suspect Identified,Pillion rider snatching on Pulsar bike,SUS-1005,Vikram Singh,North India Cyber Syndicate,0.0,0,1
FIR-2026-BAL-2136,2026-04-03,10:49:56,2026-04-03T10:49:56.033920,Ballari,Gandhinagar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.090465,76.9238,5,Charge Sheeted,Master key ignition,SUS-1003,Manjunath V,Koramangala Network,15000.0,0,1
FIR-2026-BEL-2137,2026-06-06,04:30:56,2026-06-06T04:30:56.033920,Belagavi,Khade Bazar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.776207,74.489379,4,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2026-KAL-2138,2026-01-12,10:16:56,2026-01-12T10:16:56.033920,Kalaburagi,M B Nagar PS,Narcotics,Inter-State Drug Trafficking,17.327771,76.866658,10,Charge Sheeted,Courier shipment concealed in electronics,SUS-1005,Vikram Singh,North India Cyber Syndicate,10000.0,0,1
FIR-2026-KAL-2139,2026-05-04,12:48:56,2026-05-04T12:48:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Armed Robbery,17.380844,76.885517,8,Pending,Posing as local gang member,SUS-1003,Manjunath V,Koramangala Network,8000.0,0,1
FIR-2026-TUM-2140,2026-05-28,21:28:56,2026-05-28T21:28:56.033920,Tumakuru,Kyathsandra PS,Assault & Violent Crime,Grievous Hurt,13.288183,77.071883,6,Under Investigation,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2025-BEN-2141,2025-10-08,16:43:56,2025-10-08T16:43:56.033920,Bengaluru City,Whitefield PS,Cybercrime,Crypto Scam,13.07328,77.698402,4,Solved,Phishing Site,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2026-BAL-2142,2026-01-28,07:49:56,2026-01-28T07:49:56.033920,Ballari,Cowled Bazar PS,Chain Snatching & Theft,Vehicle Theft,15.113091,76.9093,4,Pending,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2026-HUB-2143,2026-05-29,09:14:56,2026-05-29T09:14:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Narcotics,Ganja Possession,15.312536,75.138102,10,Suspect Identified,Darkweb ordering + Dead drop,SUS-1009,Farooq Ahmed,Coastal Smugglers,10000.0,0,1
FIR-2025-BAL-2144,2025-07-25,09:50:56,2025-07-25T09:50:56.033920,Ballari,Cowled Bazar PS,Cybercrime,Identity Theft,15.099475,76.935624,6,Under Investigation,Fake Tech Support,SUS-1005,Vikram Singh,North India Cyber Syndicate,18000.0,1,0
FIR-2026-BEN-2145,2026-03-02,05:58:56,2026-03-02T05:58:56.033920,Bengaluru City,Electronic City PS,Commercial Fraud,Job Fraud,13.042053,77.57287,5,Suspect Identified,High return investment scheme,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2025-BEL-2146,2025-09-29,16:15:56,2025-09-29T16:15:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Street Brawl,15.898549,74.500393,6,Pending,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2026-BEN-2147,2026-06-14,07:37:56,2026-06-14T07:37:56.033920,Bengaluru City,Cubbon Park PS,Assault & Violent Crime,Group Assault,12.896042,77.571922,7,Suspect Identified,Group clash over property dispute,SUS-1007,Praveen Gowda,Koramangala Network,2100000.0,0,1
FIR-2026-BEL-2148,2026-06-15,13:27:56,2026-06-15T13:27:56.033920,Belagavi,Camp PS,Robbery & Extortion,Highway Dacoity,15.843791,74.55287,8,Under Investigation,Posing as local gang member,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,80000.0,0,1
FIR-2026-TUM-2149,2026-02-15,18:59:56,2026-02-15T18:59:56.033920,Tumakuru,New Extension PS,Cybercrime,Sextortion,13.395852,77.108123,5,Under Investigation,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,5000.0,1,0
FIR-2026-BAL-2150,2026-03-20,01:13:56,2026-03-20T01:13:56.033920,Ballari,Gandhinagar PS,Robbery & Extortion,Armed Robbery,15.116546,76.886992,10,Pending,Blocking highway with lorry,SUS-1004,Kiran @ Shadow,MG Road Gang,30000.0,0,1
FIR-2026-HUB-2151,2026-02-14,04:51:56,2026-02-14T04:51:56.033920,Hubballi-Dharwad,Vidyanagar PS,Cybercrime,Financial Fraud,15.324175,75.203905,4,Under Investigation,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,96000.0,1,0
FIR-2026-KAL-2152,2026-05-10,17:31:56,2026-05-10T17:31:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Armed Robbery,17.38717,76.822283,7,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-BEL-2153,2026-06-20,08:42:56,2026-06-20T08:42:56.033920,Belagavi,Camp PS,Assault & Violent Crime,Grievous Hurt,15.785035,74.500946,8,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2025-MYS-2154,2025-10-31,15:59:56,2025-10-31T15:59:56.033920,Mysuru,Nazarbad PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.252574,76.663987,6,Solved,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2026-MYS-2155,2026-01-30,11:54:56,2026-01-30T11:54:56.033920,Mysuru,Lashkar PS,Robbery & Extortion,Highway Dacoity,12.334419,76.603125,10,Suspect Identified,Blocking highway with lorry,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,1
FIR-2026-BEN-2156,2026-01-10,13:00:56,2026-01-10T13:00:56.033920,Bengaluru City,Indiranagar PS,Assault & Violent Crime,Grievous Hurt,12.950559,77.463919,5,Under Investigation,Pre-meditated attack,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,0.0,0,1
FIR-2026-BAL-2157,2026-03-10,02:40:56,2026-03-10T02:40:56.033920,Ballari,Cowled Bazar PS,Robbery & Extortion,Extortion Call,15.099398,76.989147,7,Charge Sheeted,Posing as local gang member,SUS-1004,Kiran @ Shadow,MG Road Gang,2100000.0,0,1
FIR-2026-KAL-2158,2026-04-13,21:34:56,2026-04-13T21:34:56.033920,Kalaburagi,Station Bazar PS,Cybercrime,Financial Fraud,17.266344,76.811932,7,Pending,Phishing Site,UNKNOWN,Unidentified Suspect,None,21000.0,1,0
FIR-2025-BEN-2159,2025-10-01,10:53:56,2025-10-01T10:53:56.033920,Bengaluru City,Jayanagar PS,Commercial Fraud,Real Estate Scam,12.950981,77.568502,5,Suspect Identified,High return investment scheme,UNKNOWN,Unidentified Suspect,None,5000.0,0,0
FIR-2026-TUM-2160,2026-03-09,15:37:56,2026-03-09T15:37:56.033920,Tumakuru,Town PS Tumakuru,Narcotics,Inter-State Drug Trafficking,13.357849,77.114477,10,Suspect Identified,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,3000000.0,0,0
FIR-2026-BEL-2161,2026-04-12,16:39:56,2026-04-12T16:39:56.033920,Belagavi,Camp PS,Narcotics,Inter-State Drug Trafficking,15.812749,74.464422,8,Pending,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,2400000.0,0,0
FIR-2026-BEN-2162,2026-03-08,21:49:56,2026-03-08T21:49:56.033920,Bengaluru City,Cubbon Park PS,Assault & Violent Crime,Street Brawl,12.852926,77.509828,5,Pending,Altercation near bar/liquor shop,SUS-1007,Praveen Gowda,Koramangala Network,15000.0,0,1
FIR-2026-BAL-2163,2026-01-23,00:18:56,2026-01-23T00:18:56.033920,Ballari,Cowled Bazar PS,Robbery & Extortion,Armed Robbery,15.128366,76.987118,9,Under Investigation,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2025-TUM-2164,2025-11-25,14:44:56,2025-11-25T14:44:56.033920,Tumakuru,New Extension PS,Cybercrime,Identity Theft,13.346449,77.147609,8,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,80000.0,1,0
FIR-2025-BEN-2165,2025-09-29,08:25:56,2025-09-29T08:25:56.033920,Bengaluru City,Whitefield PS,Assault & Violent Crime,Grievous Hurt,13.008739,77.676161,6,Under Investigation,Altercation near bar/liquor shop,SUS-1005,Vikram Singh,North India Cyber Syndicate,1800000.0,0,1
FIR-2025-HUB-2166,2025-10-05,00:52:56,2025-10-05T00:52:56.033920,Hubballi-Dharwad,Vidyanagar PS,Commercial Fraud,Ponzi Scheme,15.382193,75.157294,4,Solved,Fake visa offer,UNKNOWN,Unidentified Suspect,None,1200000.0,0,0
FIR-2026-MAN-2167,2026-03-02,18:22:56,2026-03-02T18:22:56.033920,Mangaluru,Kadri PS,Narcotics,MDMA / Synthetic Drugs,12.920175,74.887871,8,Under Investigation,Near college campuses,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-KAL-2168,2025-11-30,15:52:56,2025-11-30T15:52:56.033920,Kalaburagi,Station Bazar PS,Robbery & Extortion,Armed Robbery,17.328068,76.875217,9,Charge Sheeted,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,90000.0,0,0
FIR-2025-KAL-2169,2025-12-09,11:56:56,2025-12-09T11:56:56.033920,Kalaburagi,Brahampur PS,Assault & Violent Crime,Street Brawl,17.408493,76.768754,6,Suspect Identified,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BEN-2170,2026-03-12,08:43:56,2026-03-12T08:43:56.033920,Bengaluru City,Jayanagar PS,Robbery & Extortion,Extortion Call,12.861311,77.478872,7,Suspect Identified,Blocking highway with lorry,SUS-1008,Deepak Sharma,DarkNet Syndicate,0.0,0,1
FIR-2025-TUM-2171,2025-12-11,23:40:56,2025-12-11T23:40:56.033920,Tumakuru,Town PS Tumakuru,Commercial Fraud,Job Fraud,13.333456,77.130556,4,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,360000.0,0,0
FIR-2026-BAL-2172,2026-05-21,20:42:56,2026-05-21T20:42:56.033920,Ballari,Cowled Bazar PS,Narcotics,Ganja Possession,15.190507,76.959003,8,Solved,Near college campuses,UNKNOWN,Unidentified Suspect,None,8000.0,0,0
